"fighter0_first_name","fighter0_last_name","fighter1_first_name","fighter1_last_name","event","date","location","gender","weight","title","wasDraw","method","rounds","fight_time","fighter0_nickname","fighter0_wins","fighter0_losses","fighter0_draws","fighter0_height","fighter0_weight","fighter0_reach","fighter0_stance","fighter0_birth_date","fighter1_nickname","fighter1_wins","fighter1_losses","fighter1_draws","fighter1_height","fighter1_weight","fighter1_reach","fighter1_stance","fighter1_birth_date"
"Henry","Cejudo","Song","Yadong","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","Triple C",16,5,0,"5' 4""","135 lbs.","64""","Orthodox","Feb 09, 1987","Kung Fu Kid",22,7,1,"5' 8""","135 lbs.","67""","Orthodox","Dec 02, 1997"
"Brendan","Allen","Anthony","Hernandez","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","All In",24,7,0,"6' 2""","185 lbs.","75""","Orthodox","Dec 28, 1995","Fluffy",14,2,0,"6' 0""","185 lbs.","75""","Orthodox","Oct 18, 1993"
"Rob","Font","Jean","Matsumoto","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Catch Weight",0,0,"Decision - Split",3,"5:00","",22,8,0,"5' 8""","135 lbs.","71""","Orthodox","Jun 25, 1987","",16,1,0,"5' 6""","135 lbs.","68""","Orthodox","Sep 09, 1999"
"Jean","Silva","Melsik","Baghdasaryan","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Featherweight",0,0,"KO/TKO",1,"4:15","Lord",15,2,0,"5' 7""","145 lbs.","69""","Orthodox","Dec 27, 1996","The Gun",8,3,0,"5' 9""","145 lbs.","70""","Southpaw","Jan 28, 1992"
"Alonzo","Menifield","Julius","Walker","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Light Heavyweight",0,0,"Decision - Split",3,"5:00","Atomic",16,5,1,"6' 0""","205 lbs.","76""","Orthodox","Oct 18, 1987","Juice Box",6,1,0,"6' 4""","205 lbs.","78""","Orthodox","Jul 16, 1999"
"Ion","Cutelaba","Ibo","Aslan","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Light Heavyweight",0,0,"Submission",1,"2:51","The Hulk",19,10,1,"6' 1""","205 lbs.","75""","Southpaw","Dec 14, 1993","The Last Ottoman",14,2,0,"6' 3""","205 lbs.","77""","Orthodox","Apr 23, 1996"
"Andre","Fili","Melquizael","Costa","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Featherweight",0,0,"Submission",1,"4:30","Touchy",24,12,0,"5' 11""","145 lbs.","74""","Orthodox","Jun 25, 1990","Melk Cauthy",22,7,0,"5' 10""","145 lbs.","71""","Southpaw","Sep 14, 1996"
"Mansur","Abdul-Malik","Nick","Klein","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Middleweight",0,0,"KO/TKO",2,"3:24","",8,0,0,"6' 2""","185 lbs.","79""","Orthodox","Oct 07, 1997","Blue Collar",6,2,0,"6' 1""","185 lbs.","77""","Orthodox","Sep 08, 1995"
"Ricky","Simon","Javid","Basharat","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Bantamweight",0,0,"KO/TKO",1,"3:58","",21,6,0,"5' 6""","135 lbs.","69""","Orthodox","Aug 31, 1992","The Snow Leopard",14,2,0,"5' 9""","135 lbs.","69""","Orthodox","Sep 07, 1995"
"Nikolay","Veretennikov","Austin","Vanderford","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Catch Weight",0,0,"KO/TKO",2,"4:13","",12,6,0,"6' 1""","170 lbs.","74""","Orthodox","Dec 22, 1989","",13,2,0,"5' 11""","170 lbs.","74""","Orthodox","Mar 21, 1990"
"Nursulton","Ruziboev","Eric","McConico","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Middleweight",0,0,"KO/TKO",2,"0:33","Black",35,9,2,"6' 5""","185 lbs.","76""","Orthodox","Nov 19, 1993","",9,3,1,"6' 0""","185 lbs.","77""","Southpaw","May 09, 1990"
"Modestas","Bukauskas","Rafael","Cerqueira","UFC Fight Night: Cejudo vs. Song","February 22, 2025","Seattle, Washington, USA","Male","Light Heavyweight",0,0,"KO/TKO",1,"2:12","The Baltic Gladiator",17,6,0,"6' 3""","205 lbs.","78""","Switch","Feb 10, 1994","The Lion",11,2,0,"6' 3""","205 lbs.","76""","Southpaw","Mar 15, 1991"
"Jared","Cannonier","Gregory","Rodrigues","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"KO/TKO",4,"0:21","The Killa Gorilla",18,8,0,"5' 11""","185 lbs.","77""","Switch","Mar 16, 1984","Robocop",16,6,0,"6' 3""","185 lbs.","75""","Orthodox","Feb 17, 1992"
"Calvin","Kattar","Youssef","Zalal","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","",23,9,0,"5' 11""","145 lbs.","72""","Orthodox","Mar 26, 1988","The Moroccan Devil",17,5,1,"5' 10""","145 lbs.","72""","Switch","Sep 04, 1996"
"Edmen","Shahbazyan","Dylan","Budka","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"KO/TKO",1,"1:35","The Golden Boy",14,5,0,"6' 2""","185 lbs.","74""","Orthodox","Nov 20, 1997","The Mindless Hulk",7,5,0,"6' 0""","185 lbs.","75""","Switch","Jan 14, 2000"
"Ismael","Bonfim","Nazim","Sadykhov","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"TKO - Doctor's Stoppage",1,"5:00","Marreta",20,5,0,"5' 8""","155 lbs.","71""","Orthodox","Dec 28, 1995","Black Wolf",10,1,1,"5' 10""","155 lbs.","69""","Southpaw","May 16, 1994"
"Rodolfo","Vieira","Andre","Petroski","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","",10,3,0,"6' 0""","185 lbs.","73""","Orthodox","Sep 25, 1989","",13,4,0,"6' 0""","185 lbs.","73""","Switch","Jun 12, 1991"
"Connor","Matthews","Jose","Delgado","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"KO/TKO",1,"2:58","The Controller",7,3,0,"5' 8""","145 lbs.","71""","Switch","May 31, 1992","",9,1,0,"5' 11""","145 lbs.","73""","Switch","Apr 21, 1998"
"Angela","Hill","Ketlen","Souza","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"Decision - Split",3,"5:00","Overkill",18,14,0,"5' 3""","115 lbs.","64""","Orthodox","Jan 12, 1985","Esquentadinha",15,5,0,"5' 3""","115 lbs.","63""","Orthodox","Aug 18, 1994"
"Rafael","Estevam","Jesus","Aguilar","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Male","Flyweight",0,0,"Decision - Unanimous",3,"5:00","Macapa",13,0,0,"5' 8""","125 lbs.","69""","Orthodox","Aug 10, 1996","",11,3,0,"5' 4""","125 lbs.","62""","Orthodox","Mar 13, 1996"
"Gabriel","Bonfim","Khaos","Williams","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Submission",2,"4:58","Marretinha",17,1,0,"6' 1""","170 lbs.","72""","Orthodox","Aug 20, 1997","The Oxfighter",15,4,0,"6' 0""","170 lbs.","77""","Orthodox","Mar 30, 1994"
"Vince","Morales","Elijah","Smith","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","Vandetta",16,9,0,"5' 7""","135 lbs.","70""","Orthodox","Nov 12, 1990","Swift",8,1,0,"5' 9""","135 lbs.","71""","Orthodox","Sep 05, 2002"
"Don'Tale","Mayes","Valter","Walker","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Male","Heavyweight",0,0,"Submission",1,"1:17","Lord Kong",11,8,0,"6' 6""","260 lbs.","81""","Orthodox","Jan 16, 1992","The Clean Monster",13,1,0,"6' 6""","265 lbs.","78""","Orthodox","Dec 14, 1997"
"Julia","Avila","Jacqueline","Cavalcanti","UFC Fight Night: Cannonier vs. Rodrigues","February 15, 2025","Las Vegas, Nevada, USA","Female","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","Raging Panda",9,4,0,"5' 7""","135 lbs.","68""","Orthodox","May 11, 1988","",9,1,0,"5' 8""","135 lbs.","70""","Orthodox","Aug 29, 1997"
"Dricus","Du Plessis","Sean","Strickland","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Male","Middleweight",1,0,"Decision - Unanimous",5,"5:00","Stillknocks",23,2,0,"6' 1""","185 lbs.","76""","Switch","Jan 14, 1994","",29,7,0,"6' 1""","185 lbs.","76""","Orthodox","Feb 27, 1991"
"Zhang","Weili","Tatiana","Suarez","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Female","Strawweight",1,0,"Decision - Unanimous",5,"5:00","Magnum",26,3,0,"5' 4""","115 lbs.","63""","Switch","Aug 13, 1989","",11,1,0,"5' 5""","115 lbs.","66""","Southpaw","Dec 19, 1990"
"Justin","Tafa","Tallison","Teixeira","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Male","Heavyweight",0,0,"KO/TKO",1,"0:35","Bad Man",7,5,0,"6' 0""","264 lbs.","74""","Southpaw","Dec 13, 1993","Xicao",8,0,0,"6' 7""","258 lbs.","83""","Orthodox","Dec 07, 1999"
"Jimmy","Crute","Rodolfo","Bellato","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Male","Light Heavyweight",0,1,"Decision - Majority",3,"5:00","",12,4,2,"6' 2""","205 lbs.","74""","Orthodox","Mar 04, 1996","Trator",12,2,1,"6' 3""","205 lbs.","77""","Orthodox","Feb 05, 1996"
"Jake","Matthews","Francisco","Prado","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","The Celtic Kid",21,7,0,"5' 11""","170 lbs.","73""","Orthodox","Aug 19, 1994","",12,3,0,"5' 10""","170 lbs.","69""","Orthodox","Jun 16, 2002"
"Jack","Jenkins","Gabriel","Santos","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Male","Featherweight",0,0,"Submission",3,"2:06","Phar",13,4,0,"5' 7""","145 lbs.","68""","Switch","Nov 03, 1993","Mosquitinho",12,2,0,"5' 9""","145 lbs.","70""","Orthodox","Nov 28, 1996"
"Tom","Nolan","Viacheslav","Borshchev","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","Big Train",9,1,0,"6' 3""","155 lbs.","73""","Southpaw","Mar 08, 2000","Slava Claus",8,5,1,"5' 11""","155 lbs.","69""","Orthodox","Jan 08, 1992"
"Wang","Cong","Bruna","Brasil","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Female","Flyweight",0,0,"Decision - Unanimous",3,"5:00","The Joker",7,1,0,"5' 6""","125 lbs.","66""","Southpaw","May 15, 1992","",10,5,1,"5' 6""","125 lbs.","65""","Orthodox","Sep 07, 1993"
"Colby","Thicknesse","Aleksandre","Topuria","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","Slickness",7,1,0,"5' 7""","135 lbs.","69""","Orthodox","Jun 23, 1999","El Conquistador",6,1,0,"5' 7""","135 lbs.","68""","Orthodox","Jan 28, 1996"
"Rongzhu","","Kody","Steele","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","",26,6,0,"5' 9""","155 lbs.","71""","Orthodox","Mar 07, 2000","",7,1,0,"5' 9""","155 lbs.","71""","Orthodox","Apr 21, 1995"
"Jonathan","Micallef","Kevin","Jousset","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","The Captain",8,1,0,"6' 0""","170 lbs.","77""","Southpaw","Mar 05, 1999","Air",10,4,0,"6' 2""","170 lbs.","75""","Orthodox","May 02, 1993"
"Quillan","Salkilld","Anshul","Jubli","UFC 312: Du Plessis vs. Strickland 2","February 08, 2025","Sydney, New South Wales, Australia","Male","Lightweight",0,0,"KO/TKO",1,"0:19","",8,1,0,"6' 0""","155 lbs.","75""","Orthodox","Dec 28, 1999","King Of Lions",7,2,0,"6' 0""","155 lbs.","69""","Switch","Jan 13, 1995"
"Israel","Adesanya","Nassourdine","Imavov","UFC Fight Night: Adesanya vs. Imavov","February 01, 2025","Riyadh, Riyadh, Saudi Arabia","Male","Middleweight",0,0,"KO/TKO",2,"0:30","The Last Stylebender",24,5,0,"6' 4""","185 lbs.","80""","Switch","Jul 22, 1989","The Sniper",16,4,0,"6' 3""","185 lbs.","75""","Orthodox","Mar 01, 1995"
"Shara","Magomedov","Michael","Page","UFC Fight Night: Adesanya vs. Imavov","February 01, 2025","Riyadh, Riyadh, Saudi Arabia","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","Bullet",15,1,0,"6' 2""","185 lbs.","73""","Orthodox","May 16, 1994","Venom",23,3,0,"6' 3""","170 lbs.","79""","Switch","Apr 07, 1987"
"Sergei","Pavlovich","Jairzinho","Rozenstruik","UFC Fight Night: Adesanya vs. Imavov","February 01, 2025","Riyadh, Riyadh, Saudi Arabia","Male","Heavyweight",0,0,"Decision - Unanimous",3,"5:00","",19,3,0,"6' 3""","257 lbs.","84""","Southpaw","May 13, 1992","Bigi Boy",15,6,0,"6' 2""","242 lbs.","78""","Orthodox","Mar 17, 1988"
"Said","Nurmagomedov","Vinicius","Oliveira","UFC Fight Night: Adesanya vs. Imavov","February 01, 2025","Riyadh, Riyadh, Saudi Arabia","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","",18,4,0,"5' 8""","135 lbs.","70""","Orthodox","Apr 05, 1992","Lokdog",22,3,0,"5' 9""","135 lbs.","70""","Switch","Nov 30, 1995"
"Fares","Ziam","Mike","Davis","UFC Fight Night: Adesanya vs. Imavov","February 01, 2025","Riyadh, Riyadh, Saudi Arabia","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","Smile Killer",17,4,0,"6' 1""","155 lbs.","75""","Orthodox","Mar 21, 1997","Beast Boy",11,3,0,"6' 0""","155 lbs.","72""","Orthodox","Oct 07, 1992"
"Muhammad","Naimov","Kaan","Ofli","UFC Fight Night: Adesanya vs. Imavov","February 01, 2025","Riyadh, Riyadh, Saudi Arabia","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","Hillman",12,3,0,"5' 9""","145 lbs.","70""","Orthodox","Aug 07, 1994","Genghis",12,4,1,"5' 7""","145 lbs.","66""","Orthodox","Jun 19, 1993"
"Shamil","Gaziev","Thomas","Petersen","UFC Fight Night: Adesanya vs. Imavov","February 01, 2025","Riyadh, Riyadh, Saudi Arabia","Male","Heavyweight",0,0,"KO/TKO",1,"3:12","",14,1,0,"6' 4""","265 lbs.","78""","Orthodox","Feb 10, 1990","The Train",9,3,0,"6' 1""","264 lbs.","74""","Southpaw","Mar 30, 1995"
"Terrance","McKinney","Damir","Hadzovic","UFC Fight Night: Adesanya vs. Imavov","February 01, 2025","Riyadh, Riyadh, Saudi Arabia","Male","Lightweight",0,0,"KO/TKO",1,"2:01","T. Wrecks",16,7,0,"5' 10""","155 lbs.","73""","Switch","Sep 15, 1994","The Bosnian Bomber",14,8,0,"5' 9""","155 lbs.","70""","Orthodox","Aug 08, 1986"
"Jasmine","Jasudavicius","Mayra","Bueno Silva","UFC Fight Night: Adesanya vs. Imavov","February 01, 2025","Riyadh, Riyadh, Saudi Arabia","Female","Flyweight",0,0,"Decision - Unanimous",3,"5:00","",13,3,0,"5' 7""","125 lbs.","68""","Orthodox","Mar 01, 1989","Sheetara",10,5,1,"5' 6""","125 lbs.","66""","Orthodox","Aug 22, 1991"
"Bogdan","Grad","Lucas","Alexander","UFC Fight Night: Adesanya vs. Imavov","February 01, 2025","Riyadh, Riyadh, Saudi Arabia","Male","Featherweight",0,0,"KO/TKO",2,"4:22","The Unleashed",15,2,0,"5' 8""","145 lbs.","70""","Orthodox","Sep 28, 1995","The Lion",8,5,0,"5' 11""","145 lbs.","73""","Orthodox","Jul 28, 1995"
"Hamdy","Abdelwahab","Jamal","Pogues","UFC Fight Night: Adesanya vs. Imavov","February 01, 2025","Riyadh, Riyadh, Saudi Arabia","Male","Heavyweight",0,0,"Decision - Split",3,"5:00","The Hammer",6,0,0,"6' 2""","264 lbs.","72""","Southpaw","Jan 22, 1993","",11,5,0,"6' 3""","205 lbs.","77""","Orthodox","Dec 01, 1995"
"Islam","Makhachev","Renato","Moicano","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Lightweight",1,0,"Submission",1,"4:05","",27,1,0,"5' 10""","155 lbs.","70""","Southpaw","Oct 27, 1991","",20,6,1,"5' 11""","155 lbs.","72""","Orthodox","May 21, 1989"
"Merab","Dvalishvili","Umar","Nurmagomedov","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Bantamweight",1,0,"Decision - Unanimous",5,"5:00","The Machine",19,4,0,"5' 6""","135 lbs.","68""","Orthodox","Jan 10, 1991","",18,1,0,"5' 8""","135 lbs.","69""","Orthodox","Jan 03, 1996"
"Jiri","Prochazka","Jamahal","Hill","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Light Heavyweight",0,0,"KO/TKO",3,"3:01","",31,5,1,"6' 3""","205 lbs.","80""","Orthodox","Oct 14, 1992","Sweet Dreams",12,3,0,"6' 4""","205 lbs.","79""","Southpaw","May 19, 1991"
"Jailton","Almeida","Serghei","Spivac","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Heavyweight",0,0,"KO/TKO",1,"4:53","Malhadinho",22,3,0,"6' 3""","205 lbs.","79""","Orthodox","Jun 26, 1991","Polar Bear",17,5,0,"6' 3""","260 lbs.","78""","Orthodox","Jan 24, 1995"
"Kevin","Holland","Reinier","de Ridder","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Middleweight",0,0,"Submission",1,"3:31","Trailblazer",26,13,0,"6' 3""","170 lbs.","81""","Orthodox","Nov 05, 1992","Rdr",19,2,0,"6' 4""","185 lbs.","78""","Southpaw","Sep 07, 1990"
"Payton","Talbott","Raoni","Barcelos","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","",9,1,0,"5' 10""","135 lbs.","70""","Switch","Sep 09, 1998","",19,5,0,"5' 7""","135 lbs.","67""","Orthodox","May 01, 1987"
"Zachary","Reese","Azamat","Bekoev","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Middleweight",0,0,"KO/TKO",1,"3:04","Savage",8,2,0,"6' 4""","185 lbs.","77""","Switch","Mar 24, 1994","Iron",19,3,0,"6' 0""","185 lbs.","72""","Orthodox","Dec 30, 1995"
"Bogdan","Guskov","Billy","Elekana","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Light Heavyweight",0,0,"Submission",2,"3:33","Czarevitch",17,3,0,"6' 3""","205 lbs.","76""","Orthodox","Sep 12, 1992","Son Of Susie",7,2,0,"6' 3""","205 lbs.","77""","Southpaw","May 28, 1995"
"Grant","Dawson","Diego","Ferreira","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","Kgd",23,2,1,"5' 10""","155 lbs.","72""","Switch","Feb 20, 1994","",19,6,0,"5' 9""","155 lbs.","74""","Orthodox","Jan 18, 1985"
"Karol","Rosa","Ailin","Perez","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Female","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","",18,7,0,"5' 5""","135 lbs.","67""","Orthodox","Dec 30, 1994","Fiona",12,2,0,"5' 5""","135 lbs.","66""","Switch","Oct 05, 1994"
"Rinya","Nakamura","Muin","Gafurov","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","Hybred",9,1,0,"5' 7""","135 lbs.","68""","Southpaw","Mar 23, 1995","Tajik",20,6,0,"5' 7""","135 lbs.","68""","Orthodox","May 17, 1996"
"Ricky","Turcios","Benardo","Sopaj","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","",13,5,0,"5' 9""","135 lbs.","71""","Orthodox","Jun 05, 1993","Lion King",12,3,0,"5' 6""","135 lbs.","66""","Orthodox","Sep 25, 2000"
"Tagir","Ulanbekov","Clayton","Carpenter","UFC 311: Makhachev vs. Moicano","January 18, 2025","Inglewood, California, USA","Male","Flyweight",0,0,"Decision - Unanimous",3,"5:00","",16,2,0,"5' 7""","125 lbs.","70""","Southpaw","Aug 07, 1991","",8,1,0,"5' 6""","125 lbs.","66""","Orthodox","Jun 09, 1996"
"Mackenzie","Dern","Amanda","Ribas","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"Submission",3,"4:56","",15,5,0,"5' 4""","115 lbs.","63""","Orthodox","Mar 24, 1993","",13,6,0,"5' 3""","115 lbs.","66""","Orthodox","Aug 26, 1993"
"Santiago","Ponzinibbio","Carlston","Harris","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"KO/TKO",3,"3:13","Argentine Dagger",31,8,0,"6' 0""","170 lbs.","73""","Orthodox","Sep 26, 1986","Mocambique",19,7,0,"6' 0""","170 lbs.","76""","Orthodox","Jul 09, 1987"
"Cesar","Almeida","Abdul","Razak Alhassan","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"KO/TKO",1,"4:16","Cesinha",7,1,0,"6' 1""","185 lbs.","74""","Orthodox","Mar 28, 1988","",12,7,0,"5' 10""","185 lbs.","73""","Orthodox","Aug 11, 1985"
"Chris","Curtis","Roman","Kopylov","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"KO/TKO",3,"4:59","Action-man",31,12,0,"5' 10""","185 lbs.","75""","Orthodox","Jul 15, 1987","",14,3,0,"6' 0""","185 lbs.","75""","Southpaw","May 04, 1991"
"Christian","Rodriguez","Austin","Bashi","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","",12,2,0,"5' 7""","145 lbs.","71""","Orthodox","Dec 17, 1997","",13,1,0,"5' 6""","145 lbs.","70""","Orthodox","Sep 29, 2001"
"Punahele","Soriano","Uros","Medic","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"KO/TKO",1,"0:31","Puna",11,4,0,"5' 11""","170 lbs.","72""","Southpaw","Nov 22, 1992","The Doctor",10,3,0,"6' 1""","170 lbs.","71""","Southpaw","Apr 25, 1993"
"Jose","Johnson","Felipe","Bunes","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Male","Flyweight",0,0,"Submission",1,"2:04","Zhakwarius",16,10,0,"6' 0""","125 lbs.","71""","Orthodox","May 20, 1995","Felipinho",14,7,0,"5' 7""","125 lbs.","69""","Orthodox","Oct 29, 1989"
"Marco","Tulio","Ihor","Potieria","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"KO/TKO",1,"3:04","Matuto",13,1,0,"6' 0""","185 lbs.","74""","Orthodox","Jun 13, 1994","Duelist",20,8,0,"6' 3""","185 lbs.","75""","Southpaw","May 29, 1996"
"Thiago","Moises","Trey","Ogden","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","",19,8,0,"5' 9""","155 lbs.","70""","Orthodox","Mar 23, 1995","Shamurai",18,7,0,"5' 11""","155 lbs.","72""","Orthodox","Nov 14, 1989"
"Preston","Parsons","Jacobe","Smith","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"KO/TKO",1,"1:13","Pressure",11,6,0,"5' 11""","170 lbs.","71""","Orthodox","Jul 15, 1995","Cobe",10,0,0,"5' 10""","170 lbs.","72""","Southpaw","Jan 17, 1996"
"Ernesta","Kareckaite","Nicolle","Caliari","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Female","Flyweight",0,0,"Decision - Split",3,"5:00","Heavy-handed",6,1,1,"5' 9""","125 lbs.","71""","Orthodox","Jul 05, 1998","",8,3,0,"5' 3""","125 lbs.","62""","Orthodox","Nov 04, 1996"
"Magomed","Gadzhiyasulov","Bruno","Lopes","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Male","Light Heavyweight",0,0,"Decision - Unanimous",3,"5:00","",9,1,0,"6' 2""","205 lbs.","75""","Orthodox","Nov 04, 1993","Brunao",14,1,0,"6' 2""","205 lbs.","74""","Orthodox","Apr 24, 1993"
"Fatima","Kline","Viktoriia","Dudakova","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"KO/TKO",2,"4:27","The Archangel",7,1,0,"5' 6""","115 lbs.","67""","Orthodox","Jul 12, 2000","",8,2,0,"5' 5""","115 lbs.","67""","Orthodox","Jan 26, 1999"
"Nurullo","Aliev","Joe","Solecki","UFC Fight Night: Dern vs. Ribas 2","January 11, 2025","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","Tajik Eagle",10,0,0,"5' 10""","155 lbs.","72""","Orthodox","Dec 08, 2000","",13,6,0,"5' 9""","155 lbs.","70""","Orthodox","Aug 27, 1993"
"Colby","Covington","Joaquin","Buckley","UFC Fight Night: Covington vs. Buckley","December 14, 2024","Tampa, Florida, USA","Male","Welterweight",0,0,"TKO - Doctor's Stoppage",3,"4:42","Chaos",17,5,0,"5' 11""","170 lbs.","72""","Orthodox","Feb 22, 1988","New Mansa",21,6,0,"5' 10""","170 lbs.","76""","Southpaw","Apr 27, 1994"
