"fighter0_first_name","fighter0_last_name","fighter1_first_name","fighter1_last_name","event","date","location","gender","weight","title","wasDraw","method","rounds","fight_time","fighter0_nickname","fighter0_wins","fighter0_losses","fighter0_draws","fighter0_height","fighter0_weight","fighter0_reach","fighter0_stance","fighter0_birth_date","fighter1_nickname","fighter1_wins","fighter1_losses","fighter1_draws","fighter1_height","fighter1_weight","fighter1_reach","fighter1_stance","fighter1_birth_date"
"Yves","Edwards","Yancy","Medeiros","UFC Fight Night: Fight for the Troops 3","November 06, 2013","Fort Campbell, Kentucky, USA","Male","Lightweight",0,0,"Overturned",1,"2:47","",42,22,1,"5' 9""","155 lbs.","73""","Southpaw","Sep 30, 1976","",15,8,0,"5' 10""","155 lbs.","75""","Orthodox","Sep 07, 1987"
"Neil","Magny","Seth","Baczynski","UFC Fight Night: Fight for the Troops 3","November 06, 2013","Fort Campbell, Kentucky, USA","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","The Haitian Sensation",29,14,0,"6' 3""","170 lbs.","80""","Orthodox","Aug 03, 1987","The Polish Pistola",20,14,0,"6' 3""","170 lbs.","75""","Orthodox","Oct 26, 1981"
"Derek","Brunson","Brian","Houston","UFC Fight Night: Fight for the Troops 3","November 06, 2013","Fort Campbell, Kentucky, USA","Male","Middleweight",0,0,"Submission",1,"0:48","The One",23,9,0,"6' 1""","185 lbs.","77""","Southpaw","Jan 04, 1984","B-hue",4,6,0,"6' 2""","185 lbs.","--","Orthodox","Apr 26, 1981"
"Lyoto","Machida","Mark","Munoz","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Male","Middleweight",0,0,"KO/TKO",1,"3:10","The Dragon",24,8,0,"6' 1""","185 lbs.","74""","Southpaw","May 30, 1978","The Filipino Wrecking Machine",14,6,0,"6' 0""","185 lbs.","71""","Orthodox","Feb 09, 1978"
"Ross","Pearson","Melvin","Guillard","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Male","Lightweight",0,0,"Could Not Continue",1,"1:57","The Real Deal",20,16,0,"5' 8""","155 lbs.","69""","Orthodox","Sep 26, 1984","The Young Assassin",32,18,2,"5' 9""","155 lbs.","71""","Orthodox","Mar 30, 1983"
"Jimi","Manuwa","Ryan","Jimmo","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Male","Light Heavyweight",0,0,"KO/TKO",2,"4:41","Poster Boy",17,6,0,"6' 1""","205 lbs.","79""","Orthodox","Feb 18, 1980","The Big Deal",19,5,0,"6' 1""","205 lbs.","73""","Orthodox","Nov 27, 1981"
"Norman","Parke","Jon","Tuck","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","Stormin'",23,6,1,"5' 11""","155 lbs.","70""","Southpaw","Dec 22, 1986","Super Saiyan",10,5,0,"5' 11""","155 lbs.","73""","Orthodox","Aug 28, 1984"
"Alessio","Sakara","Nicholas","Musoke","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Male","Middleweight",0,0,"Submission",1,"3:07","Legionarius",19,11,0,"6' 0""","185 lbs.","72""","Orthodox","Sep 02, 1981","Nico",13,5,0,"6' 0""","170 lbs.","75""","Orthodox","Apr 05, 1986"
"Phil","Harris","John","Lineker","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Male","Flyweight",0,0,"KO/TKO",1,"2:51","Billy",22,12,0,"5' 4""","125 lbs.","65""","Orthodox","Sep 04, 1983","Hands Of Stone",31,9,0,"5' 3""","135 lbs.","67""","Orthodox","Jun 12, 1990"
"Al","Iaquinta","Piotr","Hallmann","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","Raging",14,7,1,"5' 10""","155 lbs.","70""","Orthodox","Apr 30, 1987","Pletwal",18,6,0,"5' 9""","155 lbs.","71""","Orthodox","Aug 25, 1987"
"Luke","Barnatt","Andrew","Craig","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Male","Middleweight",0,0,"Submission",2,"2:12","The Bigslow",13,4,0,"6' 6""","185 lbs.","77""","Orthodox","Apr 13, 1988","Highlight",9,4,0,"6' 1""","170 lbs.","76""","Orthodox","Jan 15, 1986"
"Rosi","Sexton","Jessica","Andrade","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Female","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","The Surgeon",13,5,0,"5' 3""","135 lbs.","--","Orthodox","Jul 16, 1977","Bate Estaca",26,13,0,"5' 1""","125 lbs.","62""","Orthodox","Sep 25, 1991"
"Andy","Ogle","Cole","Miller","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","The Little Axe",9,6,0,"5' 8""","145 lbs.","69""","Orthodox","Feb 16, 1989","Magrinho",21,11,0,"6' 1""","145 lbs.","73""","Orthodox","Apr 26, 1984"
"Jimy","Hettes","Robert","Whiteford","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Male","Featherweight",0,0,"Submission",2,"2:17","The Kid",11,3,0,"5' 9""","145 lbs.","71""","Southpaw","Jun 09, 1987","The Hammer",14,4,0,"5' 9""","145 lbs.","69""","Southpaw","Apr 12, 1983"
"Brad","Scott","Michael","Kuiper","UFC Fight Night: Machida vs Munoz","October 26, 2013","Manchester, England, United Kingdom","Male","Middleweight",0,0,"Submission",1,"4:17","Bear",11,6,0,"6' 1""","170 lbs.","76""","Orthodox","Jun 24, 1989","",15,5,0,"6' 0""","185 lbs.","73""","Orthodox","Jun 07, 1989"
"Cain","Velasquez","Junior","Dos Santos","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Heavyweight",1,0,"KO/TKO",5,"3:09","",14,3,0,"6' 1""","240 lbs.","77""","Orthodox","Jul 28, 1982","Cigano",21,9,0,"6' 4""","238 lbs.","77""","Orthodox","Jan 30, 1984"
"Daniel","Cormier","Roy","Nelson","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Heavyweight",0,0,"Decision - Unanimous",3,"5:00","Dc",22,3,0,"5' 11""","235 lbs.","72""","Orthodox","Mar 20, 1979","Big Country",22,14,0,"6' 0""","263 lbs.","73""","Orthodox","Jun 20, 1976"
"Gilbert","Melendez","Diego","Sanchez","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","El Nino",22,8,0,"5' 9""","145 lbs.","73""","Orthodox","Apr 12, 1982","Nightmare",31,13,0,"5' 10""","170 lbs.","72""","Southpaw","Dec 31, 1981"
"Gabriel","Gonzaga","Shawn","Jordan","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Heavyweight",0,0,"KO/TKO",1,"1:33","Napao",17,11,0,"6' 2""","242 lbs.","76""","Orthodox","May 18, 1979","The Savage",19,8,0,"6' 0""","260 lbs.","75""","Southpaw","Oct 21, 1984"
"John","Dodson","Darrell","Montague","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Flyweight",0,0,"KO/TKO",1,"4:13","The Magician",22,12,0,"5' 3""","135 lbs.","66""","Orthodox","Sep 26, 1984","Mongoose",13,5,0,"5' 6""","125 lbs.","67""","Southpaw","Nov 03, 1987"
"Tim","Boetsch","CB","Dollaway","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Middleweight",0,0,"Decision - Split",3,"5:00","The Barbarian",21,13,0,"6' 0""","185 lbs.","74""","Orthodox","Jan 28, 1981","The Doberman",17,9,0,"6' 2""","185 lbs.","76""","Orthodox","Aug 10, 1983"
"Nate","Marquardt","Hector","Lombard","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Welterweight",0,0,"KO/TKO",1,"1:48","The Great",35,19,2,"6' 0""","185 lbs.","74""","Orthodox","Apr 20, 1979","",34,10,1,"5' 9""","185 lbs.","71""","Southpaw","Feb 02, 1978"
"Sarah","Kaufman","Jessica","Eye","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Female","Bantamweight",0,0,"Overturned",3,"5:00","",18,4,0,"5' 5""","135 lbs.","66""","Orthodox","Sep 20, 1985","Evil",15,11,0,"5' 6""","125 lbs.","66""","Orthodox","Jul 27, 1986"
"George","Sotiropoulos","KJ","Noons","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","",14,7,0,"5' 10""","155 lbs.","71""","Orthodox","Jul 09, 1977","King",13,9,0,"5' 10""","155 lbs.","70""","Orthodox","Dec 07, 1982"
"TJ","Waldburger","Adlan","Amagov","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Welterweight",0,0,"KO/TKO",1,"3:00","",16,9,0,"5' 11""","170 lbs.","75""","Orthodox","Apr 25, 1988","Borz",14,2,1,"6' 2""","170 lbs.","76""","Orthodox","Oct 30, 1986"
"Tony","Ferguson","Mike","Rio","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Lightweight",0,0,"Submission",1,"1:52","El Cucuy",26,11,0,"5' 11""","170 lbs.","76""","Orthodox","Feb 12, 1984","The Wolverine",10,5,0,"5' 10""","155 lbs.","70""","Orthodox","Jul 06, 1981"
"Jeremy","Larsen","Andre","Fili","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Featherweight",0,0,"KO/TKO",2,"0:53","",8,5,0,"5' 10""","145 lbs.","70""","Orthodox","May 18, 1984","Touchy",24,12,0,"5' 11""","145 lbs.","74""","Orthodox","Jun 25, 1990"
"Dustin","Pague","Kyoji","Horiguchi","UFC 166: Velasquez vs Dos Santos 3","October 19, 2013","Houston, Texas, USA","Male","Bantamweight",0,0,"KO/TKO",2,"3:51","The Disciple",12,11,0,"5' 9""","135 lbs.","74""","Orthodox","Aug 05, 1987","",19,2,0,"5' 5""","125 lbs.","66""","Orthodox","Oct 12, 1990"
"Demian","Maia","Jake","Shields","UFC Fight Night: Maia vs Shields","October 09, 2013","Barueri, Sao Paulo, Brazil","Male","Welterweight",0,0,"Decision - Split",5,"5:00","",28,11,0,"6' 1""","170 lbs.","72""","Southpaw","Nov 06, 1977","",31,9,1,"6' 0""","170 lbs.","72""","Orthodox","Jan 09, 1979"
"Erick","Silva","Dong","Hyun Kim","UFC Fight Night: Maia vs Shields","October 09, 2013","Barueri, Sao Paulo, Brazil","Male","Welterweight",0,0,"KO/TKO",2,"3:01","",19,9,0,"6' 0""","170 lbs.","74""","Orthodox","Jun 21, 1984","Stun Gun",22,4,1,"6' 2""","170 lbs.","76""","Southpaw","Nov 17, 1981"
"Thiago","Silva","Matt","Hamill","UFC Fight Night: Maia vs Shields","October 09, 2013","Barueri, Sao Paulo, Brazil","Male","Light Heavyweight",0,0,"Decision - Unanimous",3,"5:00","",19,6,0,"6' 2""","205 lbs.","74""","Orthodox","Nov 12, 1982","The Hammer",12,8,0,"6' 1""","205 lbs.","76""","Orthodox","Oct 05, 1976"
"Fabio","Maldonado","Joey","Beltran","UFC Fight Night: Maia vs Shields","October 09, 2013","Barueri, Sao Paulo, Brazil","Male","Light Heavyweight",0,0,"Decision - Split",3,"5:00","Caipira De Aco",23,11,0,"6' 1""","205 lbs.","75""","Orthodox","Mar 17, 1980","The Mexicutioner",17,14,0,"6' 1""","185 lbs.","75""","Orthodox","Dec 08, 1981"
"Rousimar","Palhares","Mike","Pierce","UFC Fight Night: Maia vs Shields","October 09, 2013","Barueri, Sao Paulo, Brazil","Male","Welterweight",0,0,"Submission",1,"0:31","Toquinho",19,8,0,"5' 8""","170 lbs.","71""","Orthodox","Feb 26, 1980","",17,7,0,"5' 8""","170 lbs.","71""","Orthodox","Sep 01, 1980"
"Raphael","Assuncao","TJ","Dillashaw","UFC Fight Night: Maia vs Shields","October 09, 2013","Barueri, Sao Paulo, Brazil","Male","Bantamweight",0,0,"Decision - Split",3,"5:00","",28,10,0,"5' 5""","135 lbs.","66""","Orthodox","Jul 19, 1982","",18,5,0,"5' 6""","135 lbs.","67""","Orthodox","Feb 07, 1986"
"Ildemar","Alcantara","Igor","Araujo","UFC Fight Night: Maia vs Shields","October 09, 2013","Barueri, Sao Paulo, Brazil","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","Marajo",21,11,0,"6' 2""","185 lbs.","78""","Orthodox","Nov 18, 1982","",25,9,0,"6' 1""","170 lbs.","77""","Orthodox","Dec 06, 1980"
"Yan","Cabral","David","Mitchell","UFC Fight Night: Maia vs Shields","October 09, 2013","Barueri, Sao Paulo, Brazil","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","",13,3,0,"5' 11""","155 lbs.","73""","Orthodox","May 13, 1983","Daudi",22,7,0,"6' 0""","170 lbs.","75""","Orthodox","Oct 24, 1979"
"Iliarde","Santos","Chris","Cariaso","UFC Fight Night: Maia vs Shields","October 09, 2013","Barueri, Sao Paulo, Brazil","Male","Flyweight",0,0,"KO/TKO",2,"4:31","",30,13,1,"5' 5""","125 lbs.","67""","Orthodox","Sep 25, 1980","Kamikaze",17,8,0,"5' 3""","125 lbs.","64""","Southpaw","May 27, 1981"
"Alan","Patrick","Garett","Whiteley","UFC Fight Night: Maia vs Shields","October 09, 2013","Barueri, Sao Paulo, Brazil","Male","Lightweight",0,0,"KO/TKO",1,"3:54","Nuguette",15,4,0,"5' 11""","155 lbs.","74""","Southpaw","Jul 19, 1983","Goodnight",7,3,0,"6' 0""","155 lbs.","72""","Orthodox","Dec 13, 1980"
"Jon","Jones","Alexander","Gustafsson","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Light Heavyweight",1,0,"Decision - Unanimous",5,"5:00","Bones",28,1,0,"6' 4""","248 lbs.","84""","Orthodox","Jul 19, 1987","The Mauler",18,8,0,"6' 5""","205 lbs.","79""","Orthodox","Jan 15, 1987"
"Renan","Barao","Eddie","Wineland","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Interim Bantamweight",1,0,"KO/TKO",2,"0:35","The Baron",34,9,0,"5' 6""","145 lbs.","70""","Orthodox","Jan 31, 1987","",24,16,1,"5' 7""","135 lbs.","69""","Orthodox","Jun 26, 1984"
"Brendan","Schaub","Matt","Mitrione","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Heavyweight",0,0,"Submission",1,"4:06","Big Brown",10,5,0,"6' 4""","245 lbs.","78""","Orthodox","Mar 18, 1983","",12,5,0,"6' 3""","265 lbs.","82""","Switch","Jul 15, 1978"
"Constantinos","Philippou","Francis","Carmont","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","",13,5,0,"5' 11""","185 lbs.","73""","Orthodox","Nov 29, 1979","Limitless",25,12,0,"6' 3""","205 lbs.","78""","Orthodox","Oct 11, 1981"
"Pat","Healy","Khabib","Nurmagomedov","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","Bam Bam",34,23,0,"6' 0""","155 lbs.","72""","Orthodox","Jul 20, 1983","The Eagle",29,0,0,"5' 10""","155 lbs.","70""","Orthodox","Sep 20, 1988"
"Mike","Ricci","Myles","Jury","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Lightweight",0,0,"Decision - Split",3,"5:00","The Martian",11,5,0,"6' 0""","155 lbs.","76""","Southpaw","Mar 18, 1986","Fury",17,4,0,"5' 10""","145 lbs.","73""","Orthodox","Oct 31, 1988"
"Ivan","Menjivar","Wilson","Reis","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","The Pride Of El Salvador",25,12,0,"5' 6""","145 lbs.","64""","Orthodox","May 30, 1982","",23,10,0,"5' 4""","125 lbs.","65""","Southpaw","Jan 06, 1985"
"Chris","Clements","Stephen","Thompson","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Welterweight",0,0,"KO/TKO",2,"1:27","The Menace",12,6,0,"5' 10""","170 lbs.","70""","Orthodox","Feb 09, 1976","Wonderboy",17,8,1,"6' 0""","170 lbs.","75""","Orthodox","Feb 11, 1983"
"Mitch","Gagnon","Dustin","Kimura","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Bantamweight",0,0,"Submission",1,"4:05","",12,5,0,"5' 5""","135 lbs.","65""","Southpaw","Oct 10, 1984","The Diamond",11,3,0,"5' 7""","135 lbs.","71""","Orthodox","May 21, 1989"
"John","Makdessi","Renee","Forte","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Lightweight",0,0,"KO/TKO",1,"2:01","The Bull",18,9,0,"5' 8""","155 lbs.","68""","Orthodox","May 03, 1985","",8,4,0,"5' 7""","155 lbs.","71""","Orthodox","Mar 27, 1987"
"Michel","Prazeres","Jesse","Ronson","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Lightweight",0,0,"Decision - Split",3,"5:00","Tractor",26,4,0,"5' 6""","170 lbs.","67""","Orthodox","Jul 25, 1981","The Body Snatcher",21,12,0,"5' 10""","155 lbs.","70""","Southpaw","Dec 24, 1985"
"Roland","Delorme","Alex","Caceres","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Bantamweight",0,0,"Decision - Split",3,"5:00","",9,5,0,"5' 9""","135 lbs.","71""","Orthodox","Dec 18, 1983","Bruce Leeroy",21,15,0,"5' 10""","145 lbs.","73""","Southpaw","Jun 20, 1988"
"Nandor","Guelmino","Daniel","Omielanczuk","UFC 165: Jones vs Gustafsson","September 21, 2013","Toronto, Ontario, Canada","Male","Heavyweight",0,0,"KO/TKO",3,"3:18","The Hun",11,5,1,"6' 3""","230 lbs.","--","","Dec 20, 1975","",19,8,1,"6' 0""","247 lbs.","74""","Southpaw","Aug 31, 1982"
"Glover","Teixeira","Ryan","Bader","UFC Fight Night: Teixeira vs Bader","September 04, 2013","Belo Horizonte, Minas Gerais, Brazil","Male","Light Heavyweight",0,0,"KO/TKO",1,"2:55","",33,9,0,"6' 2""","205 lbs.","76""","Orthodox","Oct 28, 1979","Darth",23,5,0,"6' 2""","205 lbs.","74""","Orthodox","Jun 07, 1983"
"Yushin","Okami","Jacare","Souza","UFC Fight Night: Teixeira vs Bader","September 04, 2013","Belo Horizonte, Minas Gerais, Brazil","Male","Middleweight",0,0,"KO/TKO",1,"2:47","Thunder",34,12,0,"6' 2""","170 lbs.","75""","Southpaw","Jul 21, 1981","",26,10,0,"6' 1""","185 lbs.","72""","Orthodox","Dec 07, 1979"
"Joseph","Benavidez","Jussier","Formiga","UFC Fight Night: Teixeira vs Bader","September 04, 2013","Belo Horizonte, Minas Gerais, Brazil","Male","Flyweight",0,0,"KO/TKO",1,"3:07","",28,8,0,"5' 4""","125 lbs.","65""","Southpaw","Jul 31, 1984","",23,8,0,"5' 5""","125 lbs.","67""","Orthodox","Apr 14, 1985"
"Francisco","Trinaldo","Piotr","Hallmann","UFC Fight Night: Teixeira vs Bader","September 04, 2013","Belo Horizonte, Minas Gerais, Brazil","Male","Lightweight",0,0,"Submission",2,"3:50","Massaranduba",28,9,0,"5' 9""","170 lbs.","70""","Southpaw","Aug 24, 1978","Pletwal",18,6,0,"5' 9""","155 lbs.","71""","Orthodox","Aug 25, 1987"
"Rafael","Natal","Tor","Troeng","UFC Fight Night: Teixeira vs Bader","September 04, 2013","Belo Horizonte, Minas Gerais, Brazil","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","Sapo",21,9,1,"6' 0""","185 lbs.","77""","Orthodox","Dec 25, 1982","The Hammer",16,7,1,"6' 2""","185 lbs.","--","Orthodox","Jan 25, 1983"
"Marcos","Vinicius","Ali","Bagautinov","UFC Fight Night: Teixeira vs Bader","September 04, 2013","Belo Horizonte, Minas Gerais, Brazil","Male","Flyweight",0,0,"KO/TKO",3,"3:28","Vina",23,11,1,"5' 9""","125 lbs.","--","Orthodox","Dec 05, 1979","Puncher",15,6,0,"5' 4""","125 lbs.","65""","Orthodox","Jun 10, 1985"
"Felipe","Arantes","Edimilson","Souza","UFC Fight Night: Teixeira vs Bader","September 04, 2013","Belo Horizonte, Minas Gerais, Brazil","Male","Featherweight",0,0,"Decision - Split",3,"5:00","Sertanejo",18,10,1,"5' 8""","135 lbs.","73""","Orthodox","Feb 09, 1988","Kevin",15,5,0,"6' 0""","145 lbs.","74""","Orthodox","Oct 17, 1984"
"Lucas","Martins","Ramiro","Hernandez","UFC Fight Night: Teixeira vs Bader","September 04, 2013","Belo Horizonte, Minas Gerais, Brazil","Male","Bantamweight",0,0,"Submission",1,"1:10","Mineiro",19,3,0,"6' 0""","145 lbs.","72""","Southpaw","Nov 11, 1988","Junior",19,9,0,"5' 9""","135 lbs.","--","Orthodox","Jul 22, 1986"
"Joao","Zeferino","Elias","Silverio","UFC Fight Night: Teixeira vs Bader","September 04, 2013","Belo Horizonte, Minas Gerais, Brazil","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","The Brazilian Samurai",21,9,0,"5' 11""","170 lbs.","--","Orthodox","Jan 15, 1986","Xuxu",13,3,0,"5' 11""","155 lbs.","73""","Orthodox","Sep 22, 1986"
"Keith","Wisniewski","Ivan","Jorge","UFC Fight Night: Teixeira vs Bader","September 04, 2013","Belo Horizonte, Minas Gerais, Brazil","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","The Polish Connection",28,15,1,"6' 0""","170 lbs.","--","Orthodox","Oct 25, 1981","Batman",27,7,0,"5' 9""","155 lbs.","73""","Orthodox","Nov 07, 1980"
"Yuri","Villefort","Sean","Spencer","UFC Fight Night: Teixeira vs Bader","September 04, 2013","Belo Horizonte, Minas Gerais, Brazil","Male","Welterweight",0,0,"Decision - Split",3,"5:00","",10,5,0,"6' 0""","170 lbs.","73""","Orthodox","Mar 23, 1991","Black Magic",12,6,0,"5' 10""","170 lbs.","74""","Orthodox","Jun 25, 1987"
"Benson","Henderson","Anthony","Pettis","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Lightweight",1,0,"Submission",1,"4:41","Smooth",24,7,0,"5' 9""","170 lbs.","70""","Southpaw","Nov 16, 1983","Showtime",24,10,0,"5' 10""","155 lbs.","72""","Orthodox","Jan 27, 1987"
"Frank","Mir","Josh","Barnett","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Heavyweight",0,0,"KO/TKO",1,"1:56","",18,11,0,"6' 3""","264 lbs.","79""","Southpaw","May 24, 1979","The Warmaster",35,8,0,"6' 3""","250 lbs.","78""","Orthodox","Nov 10, 1977"
"Chad","Mendes","Clay","Guida","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Featherweight",0,0,"KO/TKO",3,"0:30","Money",18,5,0,"5' 6""","145 lbs.","66""","Orthodox","May 01, 1985","The Carpenter",38,22,0,"5' 7""","155 lbs.","70""","Orthodox","Dec 08, 1981"
"Ben","Rothwell","Brandon","Vera","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Heavyweight",0,0,"KO/TKO",3,"1:54","",39,14,0,"6' 4""","265 lbs.","78""","Orthodox","Oct 17, 1981","The Truth",15,7,0,"6' 3""","230 lbs.","78""","Orthodox","Oct 10, 1977"
"Erik","Koch","Dustin","Poirier","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","Phoenix",16,6,0,"5' 10""","170 lbs.","71""","Southpaw","Oct 04, 1988","The Diamond",30,9,0,"5' 9""","155 lbs.","72""","Southpaw","Jan 19, 1989"
"Jamie","Varner","Gleison","Tibau","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Lightweight",0,0,"Decision - Split",3,"5:00","",21,11,1,"5' 8""","155 lbs.","71""","Orthodox","Oct 12, 1984","",33,14,0,"5' 10""","155 lbs.","71""","Southpaw","Oct 07, 1983"
"Louis","Gaudinot","Tim","Elliott","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Flyweight",0,0,"Decision - Unanimous",3,"5:00","Goodnight",8,4,0,"5' 3""","125 lbs.","63""","Orthodox","Aug 28, 1984","",21,13,1,"5' 7""","125 lbs.","66""","Southpaw","Dec 24, 1986"
"Pascal","Krauss","Hyun","Gyu Lim","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Welterweight",0,0,"KO/TKO",1,"3:58","Panzer",11,2,0,"6' 1""","170 lbs.","--","Orthodox","Apr 19, 1987","The Ace",13,7,1,"6' 3""","170 lbs.","77""","Orthodox","Jan 16, 1985"
"Chico","Camus","Kyung","Ho Kang","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","The King",17,7,0,"5' 6""","125 lbs.","66""","Orthodox","Jan 26, 1985","Mr. Perfect",19,11,0,"5' 9""","135 lbs.","73""","Orthodox","Sep 09, 1987"
"Soa","Palelei","Nikita","Krylov","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Heavyweight",0,0,"KO/TKO",3,"1:34","The Hulk",22,5,0,"6' 4""","265 lbs.","81""","Orthodox","Jul 12, 1977","The Miner",30,9,0,"6' 3""","205 lbs.","77""","Orthodox","Mar 07, 1992"
"Ryan","Couture","Al","Iaquinta","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","",11,5,0,"5' 10""","155 lbs.","73""","Orthodox","Aug 27, 1982","Raging",14,7,1,"5' 10""","155 lbs.","70""","Orthodox","Apr 30, 1987"
"Jared","Hamman","Magnus","Cedenblad","UFC 164: Henderson vs Pettis 2","August 31, 2013","Milwaukee, Wisconsin, USA","Male","Middleweight",0,0,"Submission",1,"0:57","The Messenger",14,6,0,"6' 3""","185 lbs.","75""","Orthodox","Mar 07, 1982","Jycken",14,5,0,"6' 5""","185 lbs.","79""","Orthodox","Apr 10, 1982"
"Carlos","Condit","Martin","Kampmann","UFC Fight Night: Condit vs Kampmann 2","August 28, 2013","Indianapolis, Indiana, USA","Male","Welterweight",0,0,"KO/TKO",4,"0:54","The Natural Born Killer",32,14,0,"6' 2""","170 lbs.","75""","Orthodox","Apr 26, 1984","The Hitman",20,7,0,"6' 0""","170 lbs.","72""","Orthodox","Apr 17, 1982"
"Donald","Cerrone","Rafael","Dos Anjos","UFC Fight Night: Condit vs Kampmann 2","August 28, 2013","Indianapolis, Indiana, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","Cowboy",36,17,0,"6' 1""","155 lbs.","73""","Orthodox","Mar 29, 1983","",32,17,0,"5' 8""","170 lbs.","70""","Southpaw","Oct 26, 1984"
